id,anger,fear,joy,sadness,surprise
eng_test_track1_1439,1,0,1,0,1
eng_test_track1_1440,0,1,0,1,0
eng_test_track1_1441,0,0,1,0,0
eng_test_track1_1442,0,0,1,0,0
eng_test_track1_1443,0,1,0,0,1
eng_test_track1_1444,0,1,0,0,0
eng_test_track1_1445,0,1,0,1,1
eng_test_track1_1446,0,0,0,1,0
eng_test_track1_1447,1,0,0,0,0
eng_test_track1_1448,0,0,0,0,0
eng_test_track1_1449,0,1,0,1,0
eng_test_track1_1450,0,0,1,0,0
eng_test_track1_1451,0,1,0,0,0
eng_test_track1_1452,0,1,0,1,1
eng_test_track1_1453,0,0,1,0,0
eng_test_track1_1454,0,0,0,1,0
eng_test_track1_1455,1,1,0,0,0
eng_test_track1_1456,0,0,0,0,0
eng_test_track1_1457,1,1,0,1,1
eng_test_track1_1458,0,1,0,1,1
eng_test_track1_1459,1,1,0,1,1
eng_test_track1_1460,0,0,0,0,0
eng_test_track1_1461,0,1,1,0,0
eng_test_track1_1462,0,1,0,1,0
eng_test_track1_1463,0,1,0,1,0
eng_test_track1_1464,0,0,0,0,0
eng_test_track1_1465,0,1,0,0,0
eng_test_track1_1466,0,0,0,1,0
eng_test_track1_1467,0,1,0,0,0
eng_test_track1_1468,0,1,0,0,1
eng_test_track1_1469,0,1,0,1,0
eng_test_track1_1470,1,1,0,1,0
eng_test_track1_1471,0,0,0,1,0
eng_test_track1_1472,0,1,0,1,1
eng_test_track1_1473,1,0,0,0,0
eng_test_track1_1474,0,0,0,0,0
eng_test_track1_1475,1,1,0,1,0
eng_test_track1_1476,0,1,0,0,0
eng_test_track1_1477,0,0,0,0,0
eng_test_track1_1478,0,0,1,0,0
eng_test_track1_1479,0,1,0,0,1
eng_test_track1_1480,0,1,0,1,1
eng_test_track1_1481,0,0,0,1,0
eng_test_track1_1482,0,0,0,1,0
eng_test_track1_1483,1,1,0,1,1
eng_test_track1_1484,1,1,0,0,1
eng_test_track1_1485,0,0,1,1,0
eng_test_track1_1486,0,1,0,0,1
eng_test_track1_1487,0,0,1,0,1
eng_test_track1_1488,0,1,0,0,0
eng_test_track1_1489,0,0,0,0,0
eng_test_track1_1490,0,1,0,0,0
eng_test_track1_1491,0,1,0,0,0
eng_test_track1_1492,0,0,1,0,0
eng_test_track1_1493,0,0,0,0,0
eng_test_track1_1494,0,0,1,0,0
eng_test_track1_1495,0,1,0,0,0
eng_test_track1_1496,0,1,0,1,0
eng_test_track1_1497,0,0,0,0,0
eng_test_track1_1498,0,0,1,0,0
eng_test_track1_1499,0,1,0,0,0
eng_test_track1_1500,0,0,1,0,0
eng_test_track1_1501,0,0,1,0,0
eng_test_track1_1502,0,1,0,1,0
eng_test_track1_1503,0,1,0,0,1
eng_test_track1_1504,0,1,0,1,0
eng_test_track1_1505,0,0,0,1,0
eng_test_track1_1506,0,0,0,0,0
eng_test_track1_1507,0,1,0,0,0
eng_test_track1_1508,0,0,0,0,1
eng_test_track1_1509,0,1,0,0,0
eng_test_track1_1510,0,1,1,0,0
eng_test_track1_1511,1,0,0,0,0
eng_test_track1_1512,0,1,0,1,0
eng_test_track1_1513,0,0,0,0,0
eng_test_track1_1514,0,1,0,0,0
eng_test_track1_1515,0,1,0,0,1
eng_test_track1_1516,0,0,1,0,0
eng_test_track1_1517,0,1,0,1,0
eng_test_track1_1518,0,0,0,0,0
eng_test_track1_1519,0,1,0,1,0
eng_test_track1_1520,0,0,0,0,1
eng_test_track1_1521,1,0,0,0,0
eng_test_track1_1522,0,1,0,0,0
eng_test_track1_1523,0,1,1,0,0
eng_test_track1_1524,0,0,0,0,0
eng_test_track1_1525,0,0,1,0,0
eng_test_track1_1526,0,0,0,0,0
eng_test_track1_1527,0,0,0,1,0
eng_test_track1_1528,0,1,0,0,1
eng_test_track1_1529,1,1,0,0,0
eng_test_track1_1530,1,1,0,0,0
eng_test_track1_1531,0,0,1,0,0
eng_test_track1_1532,0,0,1,0,0
eng_test_track1_1533,0,0,0,0,0
eng_test_track1_1534,0,1,0,0,1
eng_test_track1_1535,0,1,0,0,0
eng_test_track1_1536,0,0,0,0,0
eng_test_track1_1537,0,1,0,0,1
eng_test_track1_1538,0,1,0,0,0
eng_test_track1_1539,0,1,0,1,0
eng_test_track1_1540,0,0,1,0,0
eng_test_track1_1541,0,1,0,0,1
eng_test_track1_1542,1,0,0,1,1
eng_test_track1_1543,0,0,0,0,1
eng_test_track1_1544,0,1,0,1,0
eng_test_track1_1545,0,0,0,0,0
eng_test_track1_1546,0,1,0,0,1
eng_test_track1_1547,0,0,0,1,1
eng_test_track1_1548,1,1,0,0,1
eng_test_track1_1549,0,0,0,1,0
eng_test_track1_1550,0,1,0,1,1
eng_test_track1_1551,0,1,0,0,0
eng_test_track1_1552,0,1,0,0,0
eng_test_track1_1553,0,1,0,0,0
eng_test_track1_1554,0,0,0,0,0
eng_test_track1_1555,1,1,0,0,0
eng_test_track1_1556,0,0,0,0,0
eng_test_track1_1557,1,1,0,1,0
eng_test_track1_1558,0,0,1,0,0
eng_test_track1_1559,0,0,1,0,0
eng_test_track1_1560,0,0,1,0,0
eng_test_track1_1561,0,1,0,0,0
eng_test_track1_1562,0,1,0,0,1
eng_test_track1_1563,0,0,0,1,0
eng_test_track1_1564,0,0,1,0,0
eng_test_track1_1565,0,1,0,1,0
eng_test_track1_1566,0,1,0,1,0
eng_test_track1_1567,0,1,0,1,0
eng_test_track1_1568,0,0,1,0,1
eng_test_track1_1569,1,1,0,1,0
eng_test_track1_1570,0,0,1,0,0
eng_test_track1_1571,0,1,0,0,1
eng_test_track1_1572,0,1,0,0,1
eng_test_track1_1573,0,1,0,0,0
eng_test_track1_1574,0,1,0,0,1
eng_test_track1_1575,0,1,0,1,0
eng_test_track1_1576,0,1,1,0,1
eng_test_track1_1577,1,0,0,1,0
eng_test_track1_1578,1,1,0,0,0
eng_test_track1_1579,0,0,1,0,0
eng_test_track1_1580,0,1,0,0,1
eng_test_track1_1581,0,1,0,1,1
eng_test_track1_1582,0,0,1,0,0
eng_test_track1_1583,0,1,0,1,0
eng_test_track1_1584,0,1,0,0,1
eng_test_track1_1585,0,0,1,0,0
eng_test_track1_1586,0,1,0,0,0
eng_test_track1_1587,0,1,0,1,0
eng_test_track1_1588,0,0,0,1,0
eng_test_track1_1589,0,0,0,0,0
eng_test_track1_1590,0,1,0,1,1
eng_test_track1_1591,0,1,0,0,1
eng_test_track1_1592,0,1,1,0,0
eng_test_track1_1593,0,1,0,1,1
eng_test_track1_1594,0,1,0,1,1
eng_test_track1_1595,0,1,0,1,0
eng_test_track1_1596,0,0,0,0,0
eng_test_track1_1597,0,1,0,1,0
eng_test_track1_1598,0,1,0,0,1
eng_test_track1_1599,0,1,0,1,0
eng_test_track1_1600,0,0,0,1,0
eng_test_track1_1601,0,1,0,0,0
eng_test_track1_1602,0,0,1,0,0
eng_test_track1_1603,0,1,0,0,1
eng_test_track1_1604,1,1,0,0,0
eng_test_track1_1605,0,0,0,1,0
eng_test_track1_1606,0,0,1,0,0
eng_test_track1_1607,0,1,0,1,1
eng_test_track1_1608,0,0,1,0,0
eng_test_track1_1609,0,0,0,0,1
eng_test_track1_1610,0,0,1,0,0
eng_test_track1_1611,0,1,1,0,1
eng_test_track1_1612,0,1,0,0,1
eng_test_track1_1613,0,0,1,0,0
eng_test_track1_1614,0,1,0,0,0
eng_test_track1_1615,0,1,0,0,1
eng_test_track1_1616,0,0,0,0,0
eng_test_track1_1617,0,1,0,1,0
eng_test_track1_1618,0,1,0,0,0
eng_test_track1_1619,1,1,0,0,0
eng_test_track1_1620,0,0,1,0,0
eng_test_track1_1621,1,1,0,1,1
eng_test_track1_1622,0,1,0,1,1
eng_test_track1_1623,0,0,0,0,1
eng_test_track1_1624,0,1,0,0,0
eng_test_track1_1625,0,1,0,1,1
eng_test_track1_1626,0,0,1,0,1
eng_test_track1_1627,0,0,1,0,0
eng_test_track1_1628,0,1,0,0,0
eng_test_track1_1629,0,1,0,1,0
eng_test_track1_1630,0,1,0,0,1
eng_test_track1_1631,0,0,0,0,1
eng_test_track1_1632,0,0,0,0,0
eng_test_track1_1633,0,1,0,1,0
eng_test_track1_1634,0,0,0,0,1
eng_test_track1_1635,0,1,0,0,1
eng_test_track1_1636,0,1,0,0,1
eng_test_track1_1637,0,0,0,1,0
eng_test_track1_1638,0,0,1,0,1
eng_test_track1_1639,0,0,1,0,0
eng_test_track1_1640,0,0,0,0,0
eng_test_track1_1641,0,1,0,0,1
eng_test_track1_1642,0,1,0,0,0
eng_test_track1_1643,0,1,0,1,0
eng_test_track1_1644,1,1,0,1,1
eng_test_track1_1645,0,1,0,1,0
eng_test_track1_1646,0,1,0,0,1
eng_test_track1_1647,0,1,0,0,1
eng_test_track1_1648,0,1,0,0,1
eng_test_track1_1649,0,1,0,1,0
eng_test_track1_1650,0,1,1,1,0
eng_test_track1_1651,0,0,1,0,1
eng_test_track1_1652,0,0,1,0,1
eng_test_track1_1653,0,1,0,1,0
eng_test_track1_1654,0,1,0,1,0
eng_test_track1_1655,0,1,1,0,0
eng_test_track1_1656,0,0,0,0,0
eng_test_track1_1657,0,1,0,1,0
eng_test_track1_1658,0,1,0,0,1
eng_test_track1_1659,0,0,0,0,0
eng_test_track1_1660,0,0,1,0,1
eng_test_track1_1661,0,0,1,0,0
eng_test_track1_1662,0,0,1,0,0
eng_test_track1_1663,0,1,0,0,1
eng_test_track1_1664,0,1,0,1,0
eng_test_track1_1665,0,1,0,0,0
eng_test_track1_1666,0,1,0,1,0
eng_test_track1_1667,0,1,0,1,0
eng_test_track1_1668,0,0,0,0,0
eng_test_track1_1669,0,1,0,1,0
eng_test_track1_1670,0,0,0,0,0
eng_test_track1_1671,0,1,0,0,0
eng_test_track1_1672,1,1,0,1,1
eng_test_track1_1673,0,1,0,1,0
eng_test_track1_1674,0,0,0,0,1
eng_test_track1_1675,0,0,0,0,0
eng_test_track1_1676,0,0,1,0,1
eng_test_track1_1677,0,1,0,0,0
eng_test_track1_1678,0,0,0,0,1
eng_test_track1_1679,0,0,1,0,0
eng_test_track1_1680,0,0,0,1,0
eng_test_track1_1681,1,1,0,0,0
eng_test_track1_1682,0,0,1,0,1
eng_test_track1_1683,0,1,0,0,0
eng_test_track1_1684,0,0,1,0,1
eng_test_track1_1685,1,1,0,0,0
eng_test_track1_1686,0,1,0,1,1
eng_test_track1_1687,0,0,1,0,0
eng_test_track1_1688,0,1,0,1,0
eng_test_track1_1689,0,1,0,0,1
eng_test_track1_1690,0,0,0,0,0
eng_test_track1_1691,0,1,0,0,1
eng_test_track1_1692,0,1,0,1,1
eng_test_track1_1693,1,1,0,1,1
eng_test_track1_1694,0,0,1,0,0
eng_test_track1_1695,0,1,0,1,1
eng_test_track1_1696,1,0,0,0,0
eng_test_track1_1697,0,0,1,0,0
eng_test_track1_1698,0,1,0,1,0
eng_test_track1_1699,0,1,0,0,1
eng_test_track1_1700,0,1,0,1,0
eng_test_track1_1701,0,0,1,0,0
eng_test_track1_1702,1,1,0,0,0
eng_test_track1_1703,1,1,0,1,1
eng_test_track1_1704,0,0,1,0,0
eng_test_track1_1705,1,1,0,0,0
eng_test_track1_1706,0,1,0,1,0
eng_test_track1_1707,0,0,0,0,0
eng_test_track1_1708,0,1,0,1,1
eng_test_track1_1709,1,0,0,0,0
eng_test_track1_1710,0,0,1,0,0
eng_test_track1_1711,0,1,0,0,1
eng_test_track1_1712,0,0,0,0,0
eng_test_track1_1713,0,1,1,1,1
eng_test_track1_1714,0,1,0,1,0
eng_test_track1_1715,0,1,0,1,1
eng_test_track1_1716,1,1,0,0,1
eng_test_track1_1717,0,1,0,0,1
eng_test_track1_1718,0,0,1,0,0
eng_test_track1_1719,0,0,1,0,0
eng_test_track1_1720,0,1,1,0,1
eng_test_track1_1721,0,1,0,0,1
eng_test_track1_1722,0,0,0,1,0
eng_test_track1_1723,0,1,0,0,1
eng_test_track1_1724,0,0,1,0,0
eng_test_track1_1725,0,1,0,0,1
eng_test_track1_1726,0,1,0,1,1
eng_test_track1_1727,0,0,0,0,0
eng_test_track1_1728,0,1,0,1,0
eng_test_track1_1729,0,1,0,0,1
eng_test_track1_1730,0,0,0,0,1
eng_test_track1_1731,0,1,1,0,1
eng_test_track1_1732,0,0,1,0,1
eng_test_track1_1733,0,1,1,0,0
eng_test_track1_1734,0,0,0,1,1
eng_test_track1_1735,0,0,1,0,0
eng_test_track1_1736,0,0,0,1,0
eng_test_track1_1737,1,0,0,0,1
eng_test_track1_1738,0,0,0,0,0
eng_test_track1_1739,0,0,0,0,0
eng_test_track1_1740,0,1,0,1,0
eng_test_track1_1741,0,1,0,1,0
eng_test_track1_1742,0,1,0,0,1
eng_test_track1_1743,0,0,0,0,1
eng_test_track1_1744,0,1,0,0,0
eng_test_track1_1745,1,0,0,1,0
eng_test_track1_1746,1,0,0,0,0
eng_test_track1_1747,0,1,0,0,0
eng_test_track1_1748,0,1,1,0,0
eng_test_track1_1749,0,1,0,1,0
eng_test_track1_1750,0,1,0,1,0
eng_test_track1_1751,0,1,0,0,1
eng_test_track1_1752,0,0,1,0,0
eng_test_track1_1753,0,1,0,0,1
eng_test_track1_1754,0,1,0,1,0
eng_test_track1_1755,0,1,0,0,1
eng_test_track1_1756,0,0,1,0,0
eng_test_track1_1757,0,1,1,0,1
eng_test_track1_1758,1,1,0,1,1
eng_test_track1_1759,0,1,0,1,1
eng_test_track1_1760,0,0,1,0,0
eng_test_track1_1761,0,1,0,0,1
eng_test_track1_1762,0,1,0,1,0
eng_test_track1_1763,0,0,1,0,1
eng_test_track1_1764,1,1,0,1,0
eng_test_track1_1765,0,1,0,0,1
eng_test_track1_1766,1,1,0,0,0
eng_test_track1_1767,1,0,0,0,0
eng_test_track1_1768,0,1,0,0,1
eng_test_track1_1769,0,1,0,0,0
eng_test_track1_1770,0,0,1,0,0
eng_test_track1_1771,0,0,1,0,1
eng_test_track1_1772,1,1,0,1,1
eng_test_track1_1773,0,1,0,0,0
eng_test_track1_1774,0,1,0,1,0
eng_test_track1_1775,0,1,0,0,0
eng_test_track1_1776,0,0,0,0,0
eng_test_track1_1777,0,1,0,1,0
eng_test_track1_1778,0,1,0,0,1
eng_test_track1_1779,0,0,1,0,0
eng_test_track1_1780,0,1,0,1,0
eng_test_track1_1781,0,1,0,0,0
eng_test_track1_1782,0,0,0,0,1
eng_test_track1_1783,0,1,0,1,0
eng_test_track1_1784,0,0,1,0,1
eng_test_track1_1785,0,1,0,0,0
eng_test_track1_1786,0,1,0,0,0
eng_test_track1_1787,0,1,0,0,1
eng_test_track1_1788,1,0,0,0,1
eng_test_track1_1789,1,1,0,0,0
eng_test_track1_1790,0,0,1,0,0
eng_test_track1_1791,0,1,0,0,0
eng_test_track1_1792,0,1,0,1,0
eng_test_track1_1793,0,1,0,0,1
eng_test_track1_1794,0,0,1,0,0
eng_test_track1_1795,0,1,0,1,0
eng_test_track1_1796,0,0,1,0,0
eng_test_track1_1797,0,0,1,0,0
eng_test_track1_1798,0,1,1,0,0
eng_test_track1_1799,0,0,0,0,0
eng_test_track1_1800,0,0,1,0,0
eng_test_track1_1801,0,1,0,1,0
eng_test_track1_1802,0,0,1,0,0
eng_test_track1_1803,1,0,0,0,0
eng_test_track1_1804,0,0,1,0,0
eng_test_track1_1805,0,1,0,0,1
eng_test_track1_1806,0,0,1,0,0
eng_test_track1_1807,0,1,1,0,1
eng_test_track1_1808,0,1,0,1,0
eng_test_track1_1809,0,0,1,1,0
eng_test_track1_1810,0,1,0,0,1
eng_test_track1_1811,1,1,0,0,1
eng_test_track1_1812,0,1,0,0,1
eng_test_track1_1813,0,1,0,0,0
eng_test_track1_1814,1,0,0,0,0
eng_test_track1_1815,0,0,1,0,1
eng_test_track1_1816,0,1,0,1,0
eng_test_track1_1817,0,1,0,0,0
eng_test_track1_1818,0,1,0,0,0
eng_test_track1_1819,0,0,0,0,0
eng_test_track1_1820,0,1,0,1,0
eng_test_track1_1821,0,0,0,0,0
eng_test_track1_1822,0,0,0,0,1
eng_test_track1_1823,0,0,1,0,0
eng_test_track1_1824,0,0,1,0,0
eng_test_track1_1825,0,1,0,1,0
eng_test_track1_1826,0,0,0,0,1
eng_test_track1_1827,0,1,0,0,0
eng_test_track1_1828,0,1,0,0,1
eng_test_track1_1829,0,0,1,0,1
eng_test_track1_1830,0,1,0,0,1
eng_test_track1_1831,1,0,0,0,0
eng_test_track1_1832,0,0,1,0,0
eng_test_track1_1833,0,1,0,0,0
eng_test_track1_1834,0,1,0,0,0
eng_test_track1_1835,0,1,0,0,1
eng_test_track1_1836,0,1,0,1,0
eng_test_track1_1837,0,1,0,0,1
eng_test_track1_1838,0,1,0,1,0
eng_test_track1_1839,0,0,1,0,0
eng_test_track1_1840,0,1,0,0,1
eng_test_track1_1841,0,1,0,1,0
eng_test_track1_1842,0,0,0,0,1
eng_test_track1_1843,0,0,0,0,0
eng_test_track1_1844,0,1,0,1,0
eng_test_track1_1845,0,1,0,1,1
eng_test_track1_1846,0,1,0,0,0
eng_test_track1_1847,0,0,1,0,0
eng_test_track1_1848,0,1,0,1,1
eng_test_track1_1849,0,1,0,0,0
eng_test_track1_1850,0,1,0,0,1
eng_test_track1_1851,0,1,0,0,0
eng_test_track1_1852,0,0,0,0,0
eng_test_track1_1853,0,0,1,0,0
eng_test_track1_1854,0,0,0,0,0
eng_test_track1_1855,0,0,0,0,1
eng_test_track1_1856,0,0,1,0,1
eng_test_track1_1857,0,0,0,1,0
eng_test_track1_1858,1,1,0,1,0
eng_test_track1_1859,1,1,0,0,0
eng_test_track1_1860,0,0,0,0,1
eng_test_track1_1861,1,1,0,0,0
eng_test_track1_1862,0,0,1,0,0
eng_test_track1_1863,0,1,0,1,0
eng_test_track1_1864,0,1,0,0,0
eng_test_track1_1865,0,1,0,0,1
eng_test_track1_1866,0,0,1,0,0
eng_test_track1_1867,0,0,1,0,0
eng_test_track1_1868,0,1,0,1,1
eng_test_track1_1869,0,1,0,1,0
eng_test_track1_1870,0,1,0,0,0
eng_test_track1_1871,0,1,0,0,0
eng_test_track1_1872,0,1,0,0,1
eng_test_track1_1873,0,0,0,0,1
eng_test_track1_1874,0,0,1,0,0
eng_test_track1_1875,1,1,0,0,0
eng_test_track1_1876,0,0,0,0,1
eng_test_track1_1877,0,0,1,0,1
eng_test_track1_1878,0,0,1,0,0
eng_test_track1_1879,0,0,0,0,0
eng_test_track1_1880,0,0,1,0,0
eng_test_track1_1881,0,1,0,0,0
eng_test_track1_1882,1,1,0,0,0
eng_test_track1_1883,0,1,0,0,1
eng_test_track1_1884,1,0,0,0,0
eng_test_track1_1885,0,1,0,0,1
eng_test_track1_1886,0,0,0,0,0
eng_test_track1_1887,0,1,1,0,0
eng_test_track1_1888,0,1,0,1,0
eng_test_track1_1889,0,1,0,0,1
eng_test_track1_1890,0,0,0,0,0
eng_test_track1_1891,1,0,0,0,0
eng_test_track1_1892,0,0,1,0,0
eng_test_track1_1893,0,1,0,0,1
eng_test_track1_1894,0,0,0,0,0
eng_test_track1_1895,0,0,1,0,0
eng_test_track1_1896,0,1,0,1,0
eng_test_track1_1897,0,1,0,0,1
eng_test_track1_1898,0,0,0,0,0
eng_test_track1_1899,0,0,0,0,1
eng_test_track1_1900,1,0,0,0,1
eng_test_track1_1901,0,0,1,0,0
eng_test_track1_1902,0,1,0,1,0
eng_test_track1_1903,0,0,1,0,0
eng_test_track1_1904,1,1,0,1,1
eng_test_track1_1905,0,0,0,0,1
eng_test_track1_1906,0,1,0,1,0
eng_test_track1_1907,0,1,0,0,0
eng_test_track1_1908,0,0,1,0,0
eng_test_track1_1909,0,0,0,0,0
eng_test_track1_1910,0,1,0,0,1
eng_test_track1_1911,0,1,0,0,0
eng_test_track1_1912,1,1,0,1,0
eng_test_track1_1913,0,0,0,0,0
eng_test_track1_1914,0,1,0,0,1
eng_test_track1_1915,0,1,0,0,0
eng_test_track1_1916,1,0,1,0,0
eng_test_track1_1917,1,1,0,0,1
eng_test_track1_1918,1,0,0,0,0
eng_test_track1_1919,0,0,1,0,1
eng_test_track1_1920,0,0,0,0,1
eng_test_track1_1921,0,0,0,0,0
eng_test_track1_1922,0,1,0,0,1
eng_test_track1_1923,0,1,1,0,1
eng_test_track1_1924,0,0,0,1,0
eng_test_track1_1925,0,0,1,1,0
eng_test_track1_1926,0,0,0,0,0
eng_test_track1_1927,0,1,0,0,0
eng_test_track1_1928,0,1,0,1,1
eng_test_track1_1929,0,1,0,1,0
eng_test_track1_1930,0,1,0,1,1
eng_test_track1_1931,0,0,1,0,0
eng_test_track1_1932,0,0,0,0,0
eng_test_track1_1933,0,0,1,0,0
eng_test_track1_1934,0,0,0,0,1
eng_test_track1_1935,0,1,0,1,0
eng_test_track1_1936,1,1,0,0,0
eng_test_track1_1937,0,1,0,1,1
eng_test_track1_1938,0,0,1,0,0
eng_test_track1_1939,0,0,0,0,0
eng_test_track1_1940,0,1,0,1,0
eng_test_track1_1941,0,1,1,1,0
eng_test_track1_1942,1,1,0,1,0
eng_test_track1_1943,0,1,0,0,1
eng_test_track1_1944,1,0,0,0,0
eng_test_track1_1945,1,1,0,0,1
eng_test_track1_1946,0,0,1,0,0
eng_test_track1_1947,0,0,0,1,1
eng_test_track1_1948,0,0,1,0,0
eng_test_track1_1949,0,1,0,0,1
eng_test_track1_1950,0,0,0,0,0
eng_test_track1_1951,0,1,1,0,0
eng_test_track1_1952,0,1,0,0,0
eng_test_track1_1953,0,1,0,0,1
eng_test_track1_1954,0,1,0,0,0
eng_test_track1_1955,0,1,0,0,0
eng_test_track1_1956,0,1,0,0,0
eng_test_track1_1957,0,1,0,1,0
eng_test_track1_1958,0,1,0,1,0
eng_test_track1_1959,0,0,1,0,1
eng_test_track1_1960,0,1,0,0,1
eng_test_track1_1961,1,1,0,1,1
eng_test_track1_1962,0,0,0,0,0
eng_test_track1_1963,0,1,0,0,1
eng_test_track1_1964,0,0,0,0,1
eng_test_track1_1965,0,0,1,0,0
eng_test_track1_1966,0,1,0,1,1
eng_test_track1_1967,1,1,0,1,0
eng_test_track1_1968,0,0,1,0,1
eng_test_track1_1969,0,1,0,1,0
eng_test_track1_1970,0,0,1,0,0
eng_test_track1_1971,0,1,0,1,0
eng_test_track1_1972,1,1,0,0,0
eng_test_track1_1973,0,0,0,0,0
eng_test_track1_1974,0,0,0,0,0
eng_test_track1_1975,1,1,0,0,0
eng_test_track1_1976,0,1,0,0,1
eng_test_track1_1977,0,1,0,1,1
eng_test_track1_1978,0,1,0,1,1
eng_test_track1_1979,0,1,0,1,0
eng_test_track1_1980,0,0,0,1,0
eng_test_track1_1981,0,1,0,0,1
eng_test_track1_1982,0,1,0,1,0
eng_test_track1_1983,0,0,0,0,0
eng_test_track1_1984,1,1,0,0,1
eng_test_track1_1985,0,1,0,1,0
eng_test_track1_1986,0,0,1,0,0
eng_test_track1_1987,0,0,1,0,0
eng_test_track1_1988,0,1,0,1,0
eng_test_track1_1989,0,0,0,0,0
eng_test_track1_1990,0,1,0,1,0
eng_test_track1_1991,0,1,0,0,1
eng_test_track1_1992,0,1,1,0,1
eng_test_track1_1993,1,1,0,0,1
eng_test_track1_1994,0,1,0,0,1
eng_test_track1_1995,1,1,0,1,0
eng_test_track1_1996,0,1,0,0,0
eng_test_track1_1997,0,0,0,0,1
eng_test_track1_1998,0,1,0,1,0
eng_test_track1_1999,1,0,1,0,1
eng_test_track1_2000,0,0,1,0,0
eng_test_track1_2001,0,0,1,0,0
eng_test_track1_2002,0,1,0,1,0
eng_test_track1_2003,0,1,0,0,0
eng_test_track1_2004,0,0,0,0,0
eng_test_track1_2005,0,1,0,1,0
eng_test_track1_2006,0,0,1,0,1
eng_test_track1_2007,0,0,1,0,0
eng_test_track1_2008,0,1,0,0,1
eng_test_track1_2009,0,1,0,0,0
eng_test_track1_2010,0,1,0,0,1
eng_test_track1_2011,0,0,0,0,0
eng_test_track1_2012,0,1,0,1,0
eng_test_track1_2013,0,1,0,0,1
eng_test_track1_2014,0,0,0,1,0
eng_test_track1_2015,1,0,1,0,0
eng_test_track1_2016,0,0,0,0,0
eng_test_track1_2017,0,1,0,0,0
eng_test_track1_2018,1,1,0,1,0
eng_test_track1_2019,0,0,1,1,0
eng_test_track1_2020,0,1,0,0,1
eng_test_track1_2021,0,1,0,1,1
eng_test_track1_2022,0,0,0,0,0
eng_test_track1_2023,0,0,1,0,0
eng_test_track1_2024,0,0,0,0,0
eng_test_track1_2025,0,1,0,1,0
eng_test_track1_2026,0,1,0,0,0
eng_test_track1_2027,0,1,0,0,0
eng_test_track1_2028,0,0,1,0,0
eng_test_track1_2029,0,0,0,0,0
eng_test_track1_2030,0,1,0,1,0
eng_test_track1_2031,0,0,1,0,0
eng_test_track1_2032,1,0,0,0,0
eng_test_track1_2033,0,1,0,0,1
eng_test_track1_2034,1,0,0,0,1
eng_test_track1_2035,0,0,1,0,0
eng_test_track1_2036,0,0,1,0,0
eng_test_track1_2037,1,1,0,1,0
eng_test_track1_2038,0,1,0,1,1
eng_test_track1_2039,0,0,1,0,0
eng_test_track1_2040,0,0,1,1,0
eng_test_track1_2041,0,1,0,1,0
eng_test_track1_2042,0,0,1,0,0
eng_test_track1_2043,0,1,0,1,0
eng_test_track1_2044,0,0,1,0,0
eng_test_track1_2045,0,0,1,0,0
eng_test_track1_2046,1,1,0,1,0
eng_test_track1_2047,0,0,1,0,0
eng_test_track1_2048,1,1,0,0,1
eng_test_track1_2049,1,0,0,0,0
eng_test_track1_2050,0,1,0,1,0
eng_test_track1_2051,0,0,1,0,0
eng_test_track1_2052,0,0,0,0,0
eng_test_track1_2053,0,0,1,0,0
eng_test_track1_2054,0,0,1,0,1
eng_test_track1_2055,0,0,1,0,0
eng_test_track1_2056,0,0,0,1,0
eng_test_track1_2057,0,1,1,0,0
eng_test_track1_2058,0,1,0,0,1
eng_test_track1_2059,0,0,1,0,0
eng_test_track1_2060,0,0,0,0,0
eng_test_track1_2061,0,1,0,0,1
eng_test_track1_2062,0,1,0,0,0
eng_test_track1_2063,0,0,0,0,0
eng_test_track1_2064,1,1,0,0,1
eng_test_track1_2065,0,1,0,0,0
eng_test_track1_2066,0,0,0,0,0
eng_test_track1_2067,1,0,0,0,0
eng_test_track1_2068,0,0,1,0,0
eng_test_track1_2069,0,1,0,0,0
eng_test_track1_2070,0,1,0,1,0
eng_test_track1_2071,0,0,0,1,0
eng_test_track1_2072,0,1,0,1,0
eng_test_track1_2073,0,1,0,1,0
eng_test_track1_2074,0,0,0,0,0
eng_test_track1_2075,0,1,0,0,1
eng_test_track1_2076,0,0,0,1,0
eng_test_track1_2077,0,1,0,1,1
eng_test_track1_2078,0,1,0,0,0
eng_test_track1_2079,0,1,0,0,0
eng_test_track1_2080,0,1,0,0,1
eng_test_track1_2081,0,1,0,0,0
eng_test_track1_2082,0,1,0,0,1
eng_test_track1_2083,0,1,0,1,0
eng_test_track1_2084,0,1,0,1,0
eng_test_track1_2085,0,1,0,1,0
eng_test_track1_2086,1,1,0,0,0
eng_test_track1_2087,0,0,1,0,0
eng_test_track1_2088,0,1,0,1,0
eng_test_track1_2089,0,0,1,0,0
eng_test_track1_2090,0,1,0,1,0
eng_test_track1_2091,0,0,0,1,0
eng_test_track1_2092,0,1,0,0,1
eng_test_track1_2093,0,1,0,1,0
eng_test_track1_2094,0,1,0,1,0
eng_test_track1_2095,0,0,1,0,0
eng_test_track1_2096,1,1,0,0,1
eng_test_track1_2097,1,1,0,0,1
eng_test_track1_2098,0,1,0,0,0
eng_test_track1_2099,0,0,1,0,0
eng_test_track1_2100,0,0,0,1,0
eng_test_track1_2101,1,0,0,0,0
eng_test_track1_2102,0,0,0,0,0
eng_test_track1_2103,0,1,0,1,1
